Cell Type,Pearson Correlation,Spearman Correlation
B cells,0.9990652113488081,0.8703882797784891
T cells,0.9983361157510829,0.8703882797784891
Myeloid cells,0.9968388020509391,0.8703882797784891
NK cells,0.9859144867294533,0.8703882797784891
