,B cells,T cells,Myeloid cells,NK cells,"B cells, real","T cells, real","Myeloid cells, real","NK cells, real"
0,0.1111032160586921,0.43465155548076845,0.39100771603095763,0.06323751242958181,0.089710979103253,0.6355676319059457,0.2301612086303361,0.0445601803604651
1,0.1181932943418533,0.4281087112171922,0.38582596137771585,0.0678720330632382,0.0963837076263732,0.6231629869760477,0.2388545961305486,0.0415987092670305
2,0.1145009762326607,0.42979181197529137,0.38293107398907433,0.0727761378029739,0.089908405869648,0.6395594455385397,0.2303911840575236,0.0401409645342885
3,0.1024724142378734,0.433699046043796,0.3981345606119647,0.065693979106366,0.075988219181719,0.6605880756500037,0.2242410476095604,0.0391826575587169
4,0.1092931323319178,0.42379856570065577,0.4031436490416468,0.0637646529257796,0.0749271430952246,0.6305304841336445,0.2514114611883947,0.0431309115827361
5,0.1606915383783366,0.4004617652064398,0.36925291872624866,0.0695937776889746,0.8093471705967074,0.1507872363922737,0.0289223905196814,0.0109432024913374
6,0.1623438135631687,0.3950428822562152,0.37492948061329856,0.06768382356731731,0.8139513588242314,0.1307063538052567,0.0399717370170117,0.0153705503535001
7,0.1585129606009149,0.38881771599516574,0.3878947035404765,0.0647746198634423,0.8158103671030554,0.1317544930071546,0.0342752867099693,0.0181598531798204
8,0.1443722894383822,0.4016241851974009,0.3853601276010172,0.06864339776319969,0.8314637910263747,0.1127952628104843,0.0384174367251314,0.0173235094380096
9,0.1589938278657942,0.39923885922146696,0.3761703821497678,0.06559693076297099,0.8563630078260992,0.1019100912329474,0.0293573277555922,0.0123695731853611
