,B cells,T cells,Myeloid cells,NK cells,"B cells, real","T cells, real","Myeloid cells, real","NK cells, real"
0,0.09126720217377479,0.6409516066434325,0.22551629396455444,0.0422740230258737,0.1008998175013003,0.6468430429056072,0.2101346933554567,0.0421224462376356
1,0.09126720217377479,0.6409516066434325,0.22551629396455444,0.0422740230258737,0.0860795623287069,0.6636511117983597,0.2046851594373235,0.0455841664356098
2,0.09126720217377479,0.6409516066434325,0.22551629396455444,0.0422740230258737,0.1064978450872688,0.626475508359679,0.2231264886274168,0.0439001579256353
3,0.09126720217377479,0.6409516066434325,0.22551629396455444,0.0422740230258737,0.0889716129277332,0.661341288220395,0.2035116325886639,0.0461754662632078
4,0.09126720217377479,0.6409516066434325,0.22551629396455444,0.0422740230258737,0.0936477680153182,0.6473753289295996,0.2177429752850079,0.0412339277700742
5,0.825287590507,0.12311170999999958,0.0360736499999999,0.0156095699999999,0.8147230417056599,0.120623918886488,0.0509514838861639,0.013701555521688
6,0.825287590507,0.12311170999999958,0.0360736499999999,0.0156095699999999,0.8091261494126334,0.1387394902090136,0.0381080792229728,0.01402628115538
7,0.825287590507,0.12311170999999958,0.0360736499999999,0.0156095699999999,0.841866284835987,0.1093873165813938,0.0357686307041434,0.0129777678784756
8,0.825287590507,0.12311170999999958,0.0360736499999999,0.0156095699999999,0.7889757862270478,0.1515090763714355,0.0388247751845233,0.0206903622169932
9,0.825287590507,0.12311170999999958,0.0360736499999999,0.0156095699999999,0.8442119743565241,0.1091416191293797,0.0332312512410131,0.013415155273083
