Mixture	LFQ.intensity.imputed_B.memory_04_steady-state	LFQ.intensity.imputed_B.naive_04_steady-state	LFQ.intensity.imputed_B.plasma_04_steady-state	LFQ.intensity.imputed_mTregs_04_steady-state	LFQ.intensity.imputed_T4.naive_04_steady-state	LFQ.intensity.imputed_nTregs_04_steady-state	LFQ.intensity.imputed_T4.CM_04_steady-state	LFQ.intensity.imputed_T4.EM_04_steady-state	LFQ.intensity.imputed_T4.EMRA_04_steady-state	LFQ.intensity.imputed_Th1_04_steady-state	LFQ.intensity.imputed_Th17_04_steady-state	LFQ.intensity.imputed_Th2_04_steady-state	LFQ.intensity.imputed_T8.naive_04_steady-state	LFQ.intensity.imputed_T8.CM_04_steady-state	LFQ.intensity.imputed_T8.EM_04_steady-state	LFQ.intensity.imputed_T8.EMRA_04_steady-state	LFQ.intensity.imputed_mDC_04_steady-state	LFQ.intensity.imputed_pDC_04_steady-state	LFQ.intensity.imputed_Basophil_04_steady-state	LFQ.intensity.imputed_Eosinophil_04_steady-state	LFQ.intensity.imputed_Neutrophil_04_steady-state	LFQ.intensity.imputed_MO.classical_04_steady-state	LFQ.intensity.imputed_MO.intermediate_04_steady-state	LFQ.intensity.imputed_MO.nonclassical_04_steady-state	LFQ.intensity.imputed_NK.bright_04_steady-state	LFQ.intensity.imputed_NK.dim_04_steady-state	P-value	Correlation	RMSE
healthy_sample_0	0.0423669392745143	0.0543364676109675	0.00104154301846207	0.0261315802157382	0.0676818649822792	0.0154824308780447	0.079952029389011	0.0687989676479053	0.0102959724941479	0.0410877581068214	0.0433217861305298	0.0634397530676301	0.0911789642288039	0.0253287918566395	0.0407616755836668	0.0323938300940569	0.00471499512593908	0.0118026909694536	0.0216653389236338	0.0176976705205271	0.0822679872731291	0.055687659203432	0.0175280782431132	0.0251712543169915	0.0246838267981956	0.0351801440463665	0	0.99881601433396	0.0872802585240142
healthy_sample_1	0.0391451819313661	0.0407206464247564	0.00308937088403041	0.0214994358572241	0.0839422673189218	0.0149593566778025	0.0880331593680385	0.0614280331631404	0.00706821899957408	0.0561655678504336	0.0298379696314286	0.0625944796002171	0.0765433326935307	0.0294249511637437	0.0538570323310659	0.0377140111095172	0.00357481290446571	0.0124505926182153	0.0198867701238442	0.0143643763266435	0.0757415029552424	0.0709330955970222	0.0124004109926856	0.0213529567159756	0.0271724711748295	0.0360999955862847	0	0.998853770823753	0.0860809807783556
healthy_sample_2	0.0550556132964324	0.0512711472595099	0.000924410467636112	0.0226725220580169	0.0856000374119714	0.0128697314807496	0.0687497859622236	0.0880812363773973	0.00293869911586605	0.0523761979365877	0.0419606142663898	0.058058463333452	0.0775194196843195	0.0268799786122023	0.0629352310849839	0.0423328096357832	0.00173158413448717	0.0102841257967323	0.019567263133662	0.0142684464745501	0.0554259488830479	0.0594244670788447	0.00840417188675312	0.0189103478427415	0.0324513127214475	0.0293064340642119	0	0.998959178707922	0.0776613013215692
healthy_sample_3	0.0434453258080444	0.0513227654746262	0.00454690636905261	0.0162512578528064	0.0849239782606734	0.0233287506567675	0.0690168129827692	0.0668394846381283	0.0152922306285474	0.0488517992993729	0.0513046797113728	0.0585787118710139	0.0820111022750879	0.0263231874584431	0.0506032939960114	0.0355562089690519	0.00618431891919157	0.00974677568755486	0.0216506800204089	0.0161801490966023	0.0638461495240644	0.0635440927673943	0.010905175526572	0.0198249994330227	0.0239217952928623	0.0359993674805575	0	0.998683129497854	0.0855408161223206
healthy_sample_4	0.0420185470325209	0.0581897598986172	0.000795871912221368	0.0257045786565307	0.077095066008349	0.0124967605311204	0.101020324993867	0.0705232690636902	0.00638134787829036	0.0472510215995595	0.0363740110769699	0.0564484801721883	0.0906367268767478	0.0171197566228888	0.0469511385017041	0.0479352818108976	0.00325205318811311	0.012610001041005	0.0178235489827488	0.0146595828206072	0.0671265505347469	0.0567873380155985	0.010204658166615	0.0228710225543456	0.0265419188767772	0.0311813831832796	0	0.999154667661703	0.0776943015318532
unhealthy_sample_0	0.350588808222528	0.446913146127428	0.0136473275611868	0.00429770103399996	0.0150015027789849	0.00441058728513003	0.0176011108569588	0.0118435094734428	0.00207474385089395	0.0153267375701808	0	0.0164139549355447	0.0163799663653481	0.0010236803268343	0.0082562472548007	0.00862914154333678	0.0101499686935871	0.000879657216146417	0.00897556270910317	0	0.0112465514801368	0.00872473607586859	0.00240755280500064	0	0.00586248808610173	0.0193453177474576	0	0.996403644062167	0.0934952502226842
unhealthy_sample_1	0.26079754092999	0.505193211580815	0.0108234090519789	0	0.00663909538048855	0.00404800849029893	0.00873341809235969	0.014760162042152	0.00467309775985258	0.0142195790593602	0.000881774432275215	0.0420366189051623	0.0228490610386353	0	0.0117838776995054	0.0117174568054547	0.0114116617157605	0.00936889415186873	0.00989937509642596	0.00313703319781484	0.011635199402245	0.00689940305306594	0.0129686611975592	0	0.000930138419758307	0.0145933224971725	0	0.996964995596613	0.088239726943882
unhealthy_sample_2	0.322407762150681	0.437374411972716	0.0118117268514856	0	0.00741665067732136	0.00585675373705696	0.0126238413723734	0.0143550012105983	0.00376476262998561	0.0162245935130966	0	0.0303807689904895	0.0268017654568206	0	0.00617979574425471	0.0146956470591919	0.00788917755569497	0.00451241148508758	0.00860101937209149	0.00159022343693848	0.0167224325624842	0.013238160172256	0.00566789593879237	0	0.00762417600684181	0.0242610221037413	0	0.994319992654891	0.114105328348442
unhealthy_sample_3	0.322475341854632	0.485024635530975	0.0023546219155755	0	0.0108997906820407	0.0055673864055661	0.012196896448143	0.0192038008870716	0	0.00775743580833387	0	0.0165374170161327	0.0254485597558735	0.00188080181357128	0.00641642487909328	0.0131393404517014	0.00366117879634301	0.00400582510941763	0.00883368394910583	0.00313701710617219	0.0129113211108009	0.0162790675154262	0.0017629834621476	0	0.0137548012740246	0.00675166822785169	0	0.996109280614268	0.0952538797388913
unhealthy_sample_4	0.277888767097964	0.527371659341361	0.00397326896740856	0.0143739037024405	0.0232950196173018	0.00660839251381385	0.0198038770565141	0.018102347872656	0	0.008801374860759	0.00207065290144629	0.00299784638067085	0.0103566200914475	0.00033032123657454	0.00849336916862873	0.0056001236890719	0.00426889549828311	0	0.00145441496203301	0	0.0114806967402155	0.0132131532551473	0	0.00574651725941305	0.0197495437355573	0.0140192340512925	0	0.995368541022889	0.102295969204014
