Mixture	LFQ.intensity.imputed_B.memory_04_steady-state	LFQ.intensity.imputed_B.naive_04_steady-state	LFQ.intensity.imputed_B.plasma_04_steady-state	LFQ.intensity.imputed_mTregs_04_steady-state	LFQ.intensity.imputed_T4.naive_04_steady-state	LFQ.intensity.imputed_nTregs_04_steady-state	LFQ.intensity.imputed_T4.CM_04_steady-state	LFQ.intensity.imputed_T4.EM_04_steady-state	LFQ.intensity.imputed_T4.EMRA_04_steady-state	LFQ.intensity.imputed_Th1_04_steady-state	LFQ.intensity.imputed_Th17_04_steady-state	LFQ.intensity.imputed_Th2_04_steady-state	LFQ.intensity.imputed_T8.naive_04_steady-state	LFQ.intensity.imputed_T8.CM_04_steady-state	LFQ.intensity.imputed_T8.EM_04_steady-state	LFQ.intensity.imputed_T8.EMRA_04_steady-state	LFQ.intensity.imputed_mDC_04_steady-state	LFQ.intensity.imputed_pDC_04_steady-state	LFQ.intensity.imputed_Basophil_04_steady-state	LFQ.intensity.imputed_Eosinophil_04_steady-state	LFQ.intensity.imputed_Neutrophil_04_steady-state	LFQ.intensity.imputed_MO.classical_04_steady-state	LFQ.intensity.imputed_MO.intermediate_04_steady-state	LFQ.intensity.imputed_MO.nonclassical_04_steady-state	LFQ.intensity.imputed_NK.bright_04_steady-state	LFQ.intensity.imputed_NK.dim_04_steady-state	P-value	Correlation	RMSE
healthy_sample_0	0.0385475942378655	0.0548797151337024	0.0245769664445572	0.0220366283600094	0.0676572020213576	0.0235023378580324	0.0760898887985015	0.0629642496628754	0.0201352474800395	0.0408782736863208	0.0349145665583485	0.0645642172835697	0.0851907551204373	0.0189916902616909	0.0367773226582465	0.0272773608029826	0	0.00702700982700127	0.0190128728370183	0.0284781712072266	0.0869060728459333	0.0612641306126089	0.0151100912869136	0.0269689842983876	0.0228914169492788	0.0333572337670943	0	0.998194293580124	0.102347422489192
healthy_sample_1	0.0360735267259489	0.0425712378900348	0.0256896187457685	0.0160910273260175	0.0802322199194934	0.0207461119120661	0.0846529970219441	0.0558333248335502	0.0194389872610216	0.0543232324514965	0.0249881960834335	0.0628337419279541	0.0718439970530384	0.0224804713015997	0.0483829367954982	0.0334654385828844	0	0.00589909404508234	0.017737048419203	0.0238861754114043	0.0831676381826483	0.0736764748082184	0.0129816978520293	0.0223109099082045	0.0233991155648229	0.037294779976637	0	0.998236954569706	0.101205862252576
healthy_sample_2	0.0484663071757999	0.0549421074766896	0.0240036418046711	0.0159004060530695	0.0822058770692768	0.0190595068797884	0.0657622015475372	0.0816222416878104	0.0146901198027156	0.0515297685396353	0.0360446878712334	0.0586456054645906	0.072162072380172	0.0208558228330942	0.0574343493453485	0.0343263017078442	0	0.00509664887538438	0.0161054162525119	0.0252921569924686	0.0645817034196468	0.0623441192493978	0.00688699929849436	0.0202674461124734	0.0276086597090703	0.0341658324512758	0	0.998342310859314	0.0939978361456711
healthy_sample_3	0.0418462558453928	0.0515551367934628	0.0264425876909294	0.0108976589600606	0.0850102627725452	0.0284454569477876	0.0645139645388148	0.0632018460059307	0.0212205118003174	0.048291707719652	0.045503395445115	0.0580124364228733	0.0755495384056831	0.0227629600863655	0.047261296420075	0.0309905518892891	0	0.00312795773529945	0.0181621670918255	0.0277024267568802	0.0745917221263614	0.0670266223650215	0.00701229967783056	0.0233650792505894	0.0210413036416993	0.0364648536101986	0	0.998091682370383	0.100600009221345
healthy_sample_4	0.0416559434247765	0.0568682595880961	0.0227223912429029	0.0210335901518452	0.0769725500301109	0.0180860664185942	0.0955507008360639	0.0697049172074772	0.0149442061727307	0.0483207675038482	0.0281065716905461	0.0516771365895201	0.0868430657786967	0.0129622269267831	0.0416827524411304	0.042627944834649	0	0.00614883332829902	0.0151412578016722	0.0239554553572673	0.0754959301800864	0.0615592412047185	0.00850098813142732	0.0243125019170132	0.021244662424077	0.0338820388176678	0	0.998474138224871	0.0942506922924801
unhealthy_sample_0	0.329981059997774	0.430892266423771	0.0418983816645512	0.000239105307130878	0.0224095966704302	0.00774032204134412	0.0195074704751109	0.00501616614675957	0.0082154882789128	0.0108896182317374	0	0.0136378817441612	0.0144289134631143	0	0.00590433708881841	0.00593534454708228	0.00304588649378608	7.7955053988324e-05	0.00465885649699421	0.011795060949697	0.020792747847798	0.014023444800111	0	0	0.00834325881340005	0.0205668374635266	0	0.995841877931534	0.106723168237517
unhealthy_sample_1	0.244527731880026	0.485434639064343	0.0392083181380086	0	0.012722150998494	0.0112731292910855	0.0111884881638865	0.0139788651339269	0.00931653239980357	0.0132111995898017	0	0.0375258181667999	0.0172090086040239	0	0.00843324598473614	0.0105306171588343	0.0017249561314337	0.007055279082248	0.00450106720093107	0.0148520815787086	0.0179974152979661	0.0125099908570202	0.0103542059895365	0	0.00233469940393018	0.014110559884455	0	0.996427103413632	0.101656500249382
unhealthy_sample_2	0.304419452859099	0.418119018513294	0.0391812899013908	0	0.0171114086134986	0.0115395653494371	0.012402736001454	0.00875034125810067	0.012702051166722	0.0139509455744088	0	0.0247437178980861	0.0217999324802446	0	0.00349941622484203	0.0121811897044702	0.00073167535130531	0.00153938623228552	0.00611570822632332	0.0124666146469881	0.0250866358062414	0.019227857668089	0.00242892603511881	0	0.0102728089275756	0.021729321561025	0	0.993974829723036	0.123467321250509
unhealthy_sample_3	0.301157041112392	0.463806424951185	0.0315990704555138	0	0.0200798995087839	0.0145731278921855	0.0111973646605194	0.0148817437356921	0.00409063749898483	0.00754386376418371	0	0.0138917388296465	0.0199576602990949	0	0.0019213253882659	0.00903208284510405	0	0.00204789971012637	0.0057736669998415	0.0138457649920587	0.0201587966472143	0.0210986383141121	0	0.0016741718182226	0.0112494459067909	0.0104196346700829	0	0.995765192825857	0.105865839784908
unhealthy_sample_4	0.262475431700791	0.507312211914015	0.0332006944298322	0.0115386969347773	0.0318222868551412	0.0143539901678227	0.0174409314434187	0.0166443830775696	0.000544421471702294	0.0109001234491422	0	0.000848939321554961	0.00325429441286503	0.00086399862487253	0.0019662202953085	0.00144679628400696	0	0	0.0010965136494416	0.010000092111529	0.0170658955047237	0.0167820357940192	0	0.00823123474714911	0.0197985619225379	0.0124122458877801	0	0.995147392912593	0.110558696736261
