Mixture	LFQ.intensity.imputed_B.memory_04_steady-state	LFQ.intensity.imputed_B.naive_04_steady-state	LFQ.intensity.imputed_B.plasma_04_steady-state	LFQ.intensity.imputed_T4.CM_04_steady-state	LFQ.intensity.imputed_T4.EM_04_steady-state	LFQ.intensity.imputed_T4.EMRA_04_steady-state	LFQ.intensity.imputed_T4.naive_04_steady-state	LFQ.intensity.imputed_T8.CM_04_steady-state	LFQ.intensity.imputed_T8.EM_04_steady-state	LFQ.intensity.imputed_T8.EMRA_04_steady-state	LFQ.intensity.imputed_T8.naive_04_steady-state	LFQ.intensity.imputed_Th1_04_steady-state	LFQ.intensity.imputed_Th17_04_steady-state	LFQ.intensity.imputed_Th2_04_steady-state	LFQ.intensity.imputed_mTregs_04_steady-state	LFQ.intensity.imputed_nTregs_04_steady-state	LFQ.intensity.imputed_Basophil_04_steady-state	LFQ.intensity.imputed_Eosinophil_04_steady-state	LFQ.intensity.imputed_MO.classical_04_steady-state	LFQ.intensity.imputed_MO.intermediate_04_steady-state	LFQ.intensity.imputed_MO.nonclassical_04_steady-state	LFQ.intensity.imputed_Neutrophil_04_steady-state	LFQ.intensity.imputed_mDC_04_steady-state	LFQ.intensity.imputed_pDC_04_steady-state	LFQ.intensity.imputed_NK.bright_04_steady-state	LFQ.intensity.imputed_NK.dim_04_steady-state
unhealthy_sample_0	0.052446494199181244	0.041992802620758954	0.007355450381982662	0.01706942078716897	0.06533418929956046	0.0	0.01592739343341938	0.03241390187016991	0.027021325981166293	0.02256648501907959	0.008907048925085615	0.035581242568432626	0.021257160251056905	0.03458314367559838	0.041248907943254906	0.101416916451522	0.0	0.028174657341720696	0.011481734632511585	0.010755610877271202	0.00984067899360483	0.010698173573620628	0.007419594446756755	0.012306943435334637	0.1677258424519287	0.21801183262089988
unhealthy_sample_1	0.047957733373585464	0.04026959677065769	0.005821357950423576	0.005117406053843923	0.038012444480247355	0.0	0.039823100629650804	0.031617121688995636	0.029005441091333187	0.041646832600789586	0.0	0.02996630267432027	0.02623803705714714	0.04206609278926322	0.05106583876740244	0.09507037907978595	0.0	0.020292398916797672	0.017335230092922035	0.013806824515200157	0.012089391007430167	0.0	0.0	0.02195649457872968	0.22321047618957535	0.17115672549496452
unhealthy_sample_2	0.062231817833797144	0.04064715175268886	0.006352442593820402	0.0128743228193798	0.03629030096661511	0.0	0.030525487002462968	0.03504263485050925	0.026390050639654446	0.016905513522635546	0.007274695313182136	0.028668787255661292	0.02683756880235745	0.03482157097900162	0.04600151583821413	0.1157975279699412	0.0	0.02671138636988272	0.008980936617588477	0.008461620292926018	0.014098436643897644	0.006954343732917718	0.0	0.024091372669388104	0.2118594676662134	0.17125129687026766
unhealthy_sample_3	0.06484095455212195	0.021119200392679338	0.006740652267647906	0.019030569505721785	0.02983731738538323	0.0	0.043006802862944324	0.031775120198064354	0.029238896028127882	0.022137095075399495	0.0	0.022520525596751217	0.0303982955169931	0.0338229658923765	0.03005009906996007	0.06924490220628736	0.0006904618787621727	0.018807635254545575	0.010403147446748784	0.01048015361041184	0.008822349224365304	0.009750916354969419	0.00023980350199268038	0.01683677956227994	0.20390118041554017	0.26520442724418997
unhealthy_sample_4	0.05348861182227337	0.04136724266083644	0.004102200874970233	0.015436743171283627	0.05538334363489015	0.0	0.019621165021548155	0.0302492474397047	0.024875025250201202	0.022013263070349044	0.0	0.00935822975779609	0.023767749564933185	0.0369264043344184	0.04982171801634326	0.10406332732915352	0.00023371437135572156	0.023056323301530693	0.009649519489209842	0.009037656666558879	0.016386586910725552	0.01622879503103789	0.0	0.016611828035309837	0.24570935110565947	0.17210135963118797
unhealthy_sample_5	0.07575048243680008	0.026663820653815166	0.004794266290512819	0.021569280111563248	0.03566761509280049	0.0	0.02527966727979715	0.04583442743879127	0.01793129231360309	0.023883628534085898	0.0	0.016585190793522504	0.04314067603506011	0.03210627439255491	0.04202667701836326	0.07881360757478183	0.0	0.01176219296241511	0.009180289542216745	0.008949748011469473	0.012262291410900586	0.011469379782399616	0.0	0.01927822325696174	0.25272954851275875	0.18645645182161188
unhealthy_sample_6	0.06676912198599222	0.021994697893426656	0.0039279751396618405	0.007620215497446192	0.0388846323004831	0.0	0.023789553774433366	0.0346501528128211	0.01182581709589485	0.02501798482815784	0.0	0.02621858693777369	0.03367318720436464	0.03475989434634641	0.0386855761504498	0.08808646693504885	0.0	0.012366002511218459	0.011627575904558967	0.014365535280473785	0.009787472166636488	0.005037414964478847	0.0	0.01648765187745533	0.2507941451847163	0.22072173459898223
unhealthy_sample_7	0.06560551903360577	0.029394764444726936	0.002330210448498917	0.007756333774298968	0.04526499361039684	0.0	0.03545627711340293	0.03266114981068702	0.014733321606194595	0.01494727596330149	0.0	0.035399557070748974	0.03876592794578408	0.04490228366757688	0.032500496353415474	0.08584691687411318	0.0	0.01758174627041487	0.011258475031319333	0.01592081322937394	0.013757534665624184	0.00983392585210917	0.0	0.015070721875407374	0.23303777322294514	0.1983584121774097
unhealthy_sample_8	0.045312588846900176	0.032999751683477706	0.009050873775571698	0.021114073769098386	0.03198338787213508	0.0	0.031296430040232595	0.029517133945482787	0.03123905257743713	0.02872475590743227	0.0	0.026275710891119877	0.03470518830356102	0.041358696365559305	0.03982141013208217	0.09486262291685847	0.0	0.02931978297600419	0.009917201722197773	0.008185275051220626	0.013659699819585036	0.0010415098035675301	0.008977231350107027	0.016617618545737577	0.19605367392166162	0.2196957682837018
unhealthy_sample_9	0.0625387253732887	0.03161550583068872	0.008222367908320795	0.019713279268038546	0.04114317612662706	0.0	0.02545897205145367	0.04032305733064578	0.018591607291296556	0.0230454898498709	0.0	0.03854841048376371	0.04865870725092167	0.022476090697629906	0.04302343259142116	0.10510951572403951	0.0	0.027500490911429427	0.010582470950852536	0.014195429310786524	0.011890394871218471	0.008962761104115117	0.0	0.023807697579199233	0.1799476708360428	0.19552471273894453
