Mixture	LFQ.intensity.imputed_B.memory_04_steady-state	LFQ.intensity.imputed_B.naive_04_steady-state	LFQ.intensity.imputed_B.plasma_04_steady-state	LFQ.intensity.imputed_T4.CM_04_steady-state	LFQ.intensity.imputed_T4.EM_04_steady-state	LFQ.intensity.imputed_T4.EMRA_04_steady-state	LFQ.intensity.imputed_T4.naive_04_steady-state	LFQ.intensity.imputed_T8.CM_04_steady-state	LFQ.intensity.imputed_T8.EM_04_steady-state	LFQ.intensity.imputed_T8.EMRA_04_steady-state	LFQ.intensity.imputed_T8.naive_04_steady-state	LFQ.intensity.imputed_Th1_04_steady-state	LFQ.intensity.imputed_Th17_04_steady-state	LFQ.intensity.imputed_Th2_04_steady-state	LFQ.intensity.imputed_mTregs_04_steady-state	LFQ.intensity.imputed_nTregs_04_steady-state	LFQ.intensity.imputed_Basophil_04_steady-state	LFQ.intensity.imputed_Eosinophil_04_steady-state	LFQ.intensity.imputed_MO.classical_04_steady-state	LFQ.intensity.imputed_MO.intermediate_04_steady-state	LFQ.intensity.imputed_MO.nonclassical_04_steady-state	LFQ.intensity.imputed_Neutrophil_04_steady-state	LFQ.intensity.imputed_mDC_04_steady-state	LFQ.intensity.imputed_pDC_04_steady-state	LFQ.intensity.imputed_NK.bright_04_steady-state	LFQ.intensity.imputed_NK.dim_04_steady-state
healthy_sample_0	0.0791469646067969	0.04461825521749433	0.004651997195273212	0.0044930338716693205	0.027165832775847415	0.0	0.006247325009932046	0.0095126871799916	0.010568269478880279	0.010551246692319867	0.0	0.003139647653251772	0.012204358504172284	0.023127971425930073	0.035932768299958805	0.0711822244168275	0.0	0.020347892721091762	0.008874789917846076	0.009354741555297912	0.011114744495229438	0.012556584508181024	0.0	0.014902526002227466	0.20864890784478607	0.3706240009207786
healthy_sample_1	0.07352885425902361	0.03192158345075896	0.0089838519633112	0.004866011631371592	0.028276531250986964	0.0	0.0032623706851833607	0.01634702496264314	0.017776627553073396	0.024288864057140706	0.0	0.0143026231051196	0.009932678298048189	0.015630623547757506	0.03158478962304611	0.1370352980949253	0.0	0.01759208608287538	0.00929942549643508	0.011518432720187988	0.007017405893920295	0.013451537524193778	0.0	0.023935491368696892	0.35826438191152044	0.14256899109466972
healthy_sample_2	0.07364836803020308	0.046166524446183466	0.002556939578114163	0.010827004649263403	0.02484914291377704	0.0	0.010607898080573153	0.020701415061283597	0.02426182579006359	0.023686065884214843	0.0	0.0015463168428131255	0.016227533509447688	0.012627648321794074	0.04844518144479143	0.11673403084475377	0.0	0.01984165634647182	0.019414326646546017	0.012345772029599043	0.008885461525351794	0.018131280003081153	0.0	0.01769109910212864	0.2458900787347423	0.2262009374971442
healthy_sample_3	0.07661985938002144	0.039945557602090676	0.005531996660182722	0.0019331079598072357	0.028585032651457763	0.0	0.012104880962801535	0.023252314071548756	0.018451527730668393	0.015902213206850428	0.0	0.0072061832998997575	0.010590244322115184	0.018229768338083627	0.035357177985200924	0.13355633167895412	0.0	0.027183002187004278	0.012301397805440506	0.011991021332816933	0.006607179252413477	0.011966963268255859	0.0	0.026879581072817505	0.2654011793976494	0.21140317970406153
healthy_sample_4	0.06269864160231015	0.05936980214768308	0.0030659214942327854	0.003709039229545656	0.00487283803423013	0.0	0.007342245578086441	0.043213509028390946	0.031048534576806314	0.004674258253238374	0.0	0.006692451090773418	0.02368965412638142	0.02652078798415832	0.031020009763528488	0.11770005236086524	0.0	0.034940533554019146	0.015091489452284963	0.023540166726600274	0.008094968968588906	0.0038863465621885064	0.0	0.026784674997649697	0.2956033580482425	0.16994206712337173
healthy_sample_5	0.08706319132700224	0.030863380885790815	0.0	0.0	0.02783993634859395	0.0	0.005197925866569058	0.009039545213691175	0.013403671240473364	0.004826368978270848	0.0	0.014187574698167888	0.013463242342625237	0.025180221041372644	0.043132877718676264	0.10338472903936345	0.0	0.019250961192674457	0.013560230479407987	0.017027243661096213	0.014475324334952371	0.003882015968284529	0.0	0.027284175296970737	0.28826621439051126	0.23760379271911625
healthy_sample_6	0.08265928166221634	0.0355971302720255	0.0008005540670605306	0.0	0.009463756435267912	0.0	0.01588453926324724	0.023906474105111025	0.004967076603284372	0.008187489670772912	0.0	0.012444985094465772	0.020102490826113217	0.026458413227773866	0.04102414712602321	0.11673975965032281	0.0	0.019741093964479563	0.01748866514777752	0.013917775477357272	0.008387163554113623	0.007759305603592871	0.0	0.028837109519733995	0.3363266339209345	0.16849766229389906
healthy_sample_7	0.06842144086783332	0.04792127928336797	0.006331880824725105	0.0	0.03439076230874074	0.0	0.0	0.015320848440040271	0.003437247600623815	0.011972839119755455	0.0	0.004816207894119035	0.006488796774081093	0.018215579217056264	0.02944474166288281	0.09849121697662888	0.004110856781147644	0.014441704711201066	0.00476349507623604	0.01743459512081312	0.006932685674609346	0.012348567700818885	0.0	0.01625403541038881	0.33246079991675453	0.24685913145014932
healthy_sample_8	0.09451307072855769	0.039423174011365816	0.0	0.008854399091919771	0.03441635804338247	0.0	0.010730560778765021	0.0061774122762430625	0.007513279392005578	0.01464720440888452	0.0	0.0010695936638947213	0.005917628080157607	0.024969614035301214	0.047305588631278844	0.13046371228553438	0.0	0.02467431567921411	0.0029575142690399757	0.019949826389988476	0.02357395500920061	0.01061198069497704	0.0	0.027157355630225782	0.2815344611130113	0.18570143540925346
healthy_sample_9	0.0800784497342915	0.030890256249172	0.003895276306107519	0.0009975279699731636	0.0345331226493212	0.0	0.012327378984231467	0.0	0.006391662104505071	0.020702311843209604	0.0	0.0	0.014504797120587977	0.016562974359351078	0.03045970066723867	0.10695713445850247	0.0	0.01585432918653059	0.0051937564493761655	0.013098123417836376	0.010644688355401801	0.012782034964403948	0.0	0.028292464391860506	0.32003845093777544	0.23065583510727042
