,B cells,T cells,Myeloid cells,NK cells,"B cells, real","T cells, real","Myeloid cells, real","NK cells, real"
0,0.097598306593422,0.6613458204233428,0.19442902242483368,0.046626850558400504,0.1008998175013003,0.6468430429056072,0.2101346933554567,0.0421224462376356
1,0.0752346622161988,0.687012657467722,0.1797909748890045,0.057961705427073296,0.0860795623287069,0.6636511117983597,0.2046851594373235,0.0455841664356098
2,0.090625391432606,0.6611213086939228,0.20803927568298042,0.0402140241904898,0.1064978450872688,0.626475508359679,0.2231264886274168,0.0439001579256353
3,0.0860225881199455,0.6761028726129316,0.18403518722820222,0.0538393520389198,0.0889716129277332,0.661341288220395,0.2035116325886639,0.0461754662632078
4,0.0871883809404453,0.6748373794656135,0.1925329026265871,0.045441336967352905,0.0936477680153182,0.6473753289295996,0.2177429752850079,0.0412339277700742
5,0.7925075090618328,0.1367878183407994,0.052342763294464294,0.018361909302903,0.8147230417056599,0.120623918886488,0.0509514838861639,0.013701555521688
6,0.8078862610327879,0.1600237721199931,0.0180403115015512,0.014049655345667,0.8091261494126334,0.1387394902090136,0.0381080792229728,0.01402628115538
7,0.8193960111392933,0.12581326712026886,0.024170862498543003,0.0306198592418942,0.841866284835987,0.1093873165813938,0.0357686307041434,0.0129777678784756
8,0.7672404852892211,0.1680204452631793,0.0328497208732855,0.0318893485743136,0.7889757862270478,0.1515090763714355,0.0388247751845233,0.0206903622169932
9,0.8355947414849318,0.1232958961432702,0.0219184198422733,0.0191909425295242,0.8442119743565241,0.1091416191293797,0.0332312512410131,0.013415155273083
