,B cells,T cells,Myeloid cells,NK cells,"B cells, real","T cells, real","Myeloid cells, real","NK cells, real"
0,0.1216186381945574,0.4063607779896901,0.4087277512322772,0.0632928325834756,0.0912124881081064,0.6385785567645373,0.2316538757676826,0.0385550793596735
1,0.1526865711307203,0.388552159966384,0.400122518602564,0.0586387503003318,0.0882754741546811,0.6478704434827299,0.2222908699665864,0.0415632123960025
2,0.180931139101287,0.3652110454671333,0.3962382727565904,0.05761954267498989,0.0929521415722006,0.6292537817237995,0.2379277571959226,0.0398663195080771
3,0.130014298849081,0.36860752863492835,0.4047220670330357,0.0966561054829549,0.0814996792847607,0.6308192664350013,0.2517557831758333,0.0359252711044045
4,0.1360051841600625,0.39377643633142406,0.3642654863223685,0.10595289318614451,0.0913198529838025,0.6406346098675889,0.2260480117499842,0.0419975253986243
5,0.1882329087236484,0.3940990031462481,0.34500113874089366,0.0726669493892098,0.8238210920641841,0.120672637001176,0.033831090727818,0.0216751802068219
6,0.1851406715258476,0.3578025786036482,0.43572563201726205,0.021331117853242203,0.8324263479473379,0.1138317195142268,0.0355966586177601,0.0181452739206749
7,0.1133094088653263,0.3909560171524655,0.43452625864812744,0.061208315334081304,0.8167607945755151,0.1439074772031463,0.0302542499611289,0.0090774782602095
8,0.1945394691523368,0.3637011588454646,0.3740092722534079,0.0677500997487903,0.8323330484804293,0.1136040455828192,0.0397560542999867,0.0143068516367647
9,0.1545175568678738,0.35992778466951386,0.4435181059591052,0.0420365525035076,0.8143619393577396,0.1278945145296472,0.0381494665549573,0.0195940795576557
