,B cells,T cells,Myeloid cells,NK cells,"B cells, real","T cells, real","Myeloid cells, real","NK cells, real"
0,0.10433020598847119,0.641845836287587,0.2082391509025717,0.045584806821370095,0.1008998175013003,0.6468430429056072,0.2101346933554567,0.0421224462376356
1,0.0823388938619645,0.6604429369742336,0.1982369816771991,0.0589811874866025,0.0860795623287069,0.6636511117983597,0.2046851594373235,0.0455841664356098
2,0.0998412050733247,0.6373425608439081,0.22234477358285987,0.0404714604999069,0.1064978450872688,0.626475508359679,0.2231264886274168,0.0439001579256353
3,0.0905564537153636,0.655501513663483,0.2016764471462681,0.052265585474884704,0.0889716129277332,0.661341288220395,0.2035116325886639,0.0461754662632078
4,0.09509533614445301,0.6443774751862474,0.2061304643788603,0.0543967242904387,0.0936477680153182,0.6473753289295996,0.2177429752850079,0.0412339277700742
5,0.771818431054695,0.13879903360737578,0.0629956488320791,0.0263868865058491,0.8147230417056599,0.120623918886488,0.0509514838861639,0.013701555521688
6,0.7925173536983212,0.14798185429282157,0.0367719830528593,0.0227288089559976,0.8091261494126334,0.1387394902090136,0.0381080792229728,0.01402628115538
7,0.7876265995756772,0.13034335397177862,0.044565800902657,0.0374642455498871,0.841866284835987,0.1093873165813938,0.0357686307041434,0.0129777678784756
8,0.750607974045628,0.15819451244538488,0.051404976572094904,0.0397925369368917,0.7889757862270478,0.1515090763714355,0.0388247751845233,0.0206903622169932
9,0.8189599179614035,0.1266033906436687,0.0343426464757722,0.0200940449191554,0.8442119743565241,0.1091416191293797,0.0332312512410131,0.013415155273083
