Mixture	LFQ.intensity.imputed_B.memory_04_steady-state	LFQ.intensity.imputed_B.naive_04_steady-state	LFQ.intensity.imputed_B.plasma_04_steady-state	LFQ.intensity.imputed_mTregs_04_steady-state	LFQ.intensity.imputed_T4.naive_04_steady-state	LFQ.intensity.imputed_nTregs_04_steady-state	LFQ.intensity.imputed_T4.CM_04_steady-state	LFQ.intensity.imputed_T4.EM_04_steady-state	LFQ.intensity.imputed_T4.EMRA_04_steady-state	LFQ.intensity.imputed_Th1_04_steady-state	LFQ.intensity.imputed_Th17_04_steady-state	LFQ.intensity.imputed_Th2_04_steady-state	LFQ.intensity.imputed_T8.naive_04_steady-state	LFQ.intensity.imputed_T8.CM_04_steady-state	LFQ.intensity.imputed_T8.EM_04_steady-state	LFQ.intensity.imputed_T8.EMRA_04_steady-state	LFQ.intensity.imputed_mDC_04_steady-state	LFQ.intensity.imputed_pDC_04_steady-state	LFQ.intensity.imputed_Basophil_04_steady-state	LFQ.intensity.imputed_Eosinophil_04_steady-state	LFQ.intensity.imputed_Neutrophil_04_steady-state	LFQ.intensity.imputed_MO.classical_04_steady-state	LFQ.intensity.imputed_MO.intermediate_04_steady-state	LFQ.intensity.imputed_MO.nonclassical_04_steady-state	LFQ.intensity.imputed_NK.bright_04_steady-state	LFQ.intensity.imputed_NK.dim_04_steady-state	P-value	Correlation	RMSE
healthy_sample_0	0.0573367922591748	0.0382908290679598	0.0270757564754833	0.024281166684606	0.0611731298175214	0.0319428591399157	0.101901959447887	0.0180882540106471	0.0324221636150016	0.0405840485880216	0.019234128354335	0.0700968625027861	0.0675918401697115	0.0625906030166626	0.0525010334798378	0.0352920525254165	0.00606402967466838	0.00366133347769908	0.0137338977832889	0.0235971364611895	0.0778885882775686	0.0621388629694624	0.0103355222883124	0.0145312200809564	0.0136277026650774	0.0340182271668093	0	0.998317930306794	0.0970439220107652
healthy_sample_1	0.0610143937529568	0.0206278273164687	0.0202082669845775	0.0214847589733888	0.0829945913151808	0.0114017920301218	0.116272580143324	0.0256979126247425	0.00830452958758308	0.071221123633672	0.0292390166208499	0.0367548292996021	0.0701769848427572	0.0522474417830157	0.0628430481502342	0.0400501065733416	0	0.00944300018167109	0.012443969165422	0.0214498592390696	0.076616211817294	0.067473299414148	0.00130685271233965	0.0213194136179617	0.0280967716171048	0.0313114186031728	0	0.998630922938779	0.0899642728238021
healthy_sample_2	0.0614976033953279	0.0329522986006935	0.0241410425550229	0.0180345562495322	0.0681952548069842	0.0174435555080226	0.118399741135883	0.0353881726467936	0.0182376136261436	0.0478720511794715	0.0217753528142258	0.0598822999234239	0.0725310990783798	0.0264954304958114	0.0638476605799951	0.0425599195258328	0.00309862221950506	0.0074496908676045	0.0111141802807637	0.0251116386658108	0.0853841280547687	0.0722778437108861	0.00631093679679341	0.0191206915640815	0.0199723659453627	0.0209062497728798	0	0.998646428499324	0.0943622657773847
healthy_sample_3	0.0587137181340051	0.0271731553187223	0.0241265490556794	0.0224687197540963	0.0771596267715767	0.0264783928400165	0.119672320276267	0.0173806591649397	0.0192455826419993	0.0618568165623172	0.024047982572074	0.0430538553887644	0.069170606679159	0.0530448909005019	0.0546337216318724	0.0440899191175971	1.52302997167159e-05	0.00341725810013741	0.00886831282428832	0.0263508640776187	0.0754637775759284	0.0674197954184138	0.00561916594443683	0.0176536093470105	0.0184199670300773	0.0344555025727831	0	0.998452816936622	0.0935200246565695
healthy_sample_4	0.0645781098166944	0.0260328671344264	0.0227499205162528	0.0151615703095682	0.0849753947338162	0.0211050236557723	0.117007407741342	0.0397175677047411	0.0105561822812393	0.0496263835154654	0.0291526885877491	0.0442812997597839	0.0475881667018093	0.054069280753043	0.07083606540488	0.0315567494976131	0	0.00578784942376982	0.010948409295982	0.022395887048967	0.0829986314953822	0.0701739623938283	0.00376167294307804	0.020141811269843	0.0246882445245541	0.0301088534903998	0	0.998408724053567	0.0951875943066394
unhealthy_sample_0	0.372545720374616	0.338451013420923	0.0440047602236898	0	0.0270552560661523	0.012190936838678	0.0125835596709461	0	0.0165299677340475	0.0111081976025878	0	0.0326387487617024	0.020350822160658	0	0.010470911652285	0.00488295993157859	0.00166274757776995	0.00134103284265532	0.00954416791366726	0.0143472436182917	0.0254826831314562	0.0165258295482664	0.00293084263450002	0	0.00619982271522486	0.0191527755803033	0	0.993919786193414	0.12357924106291
unhealthy_sample_1	0.418009778993096	0.314545685085566	0.0383765095095891	0	0.0325797878980879	0.0120674548541162	0.0294041125732783	0	0.010307937229934	0.0107048775452871	0	0.0125424195868237	0.0161334061678761	0.0131120046818157	0.00702929998903117	0.00440529923678532	0	0.000451405002265575	0.00430617201677539	0.0116418310878556	0.0217329271134302	0.0160283159793511	0	0.00286401682408135	0.00575964029027154	0.0179971183346826	0	0.996379241604006	0.100142633913026
unhealthy_sample_2	0.415683078207752	0.323449116977746	0.0408526375786542	0	0.0469082046842605	0.0173727207171367	0.017735736983356	0	0.00416417692143918	0.0142359034363826	0	0.0162296030533262	0.00496922175658018	0.000859146406677718	0.00110277665027668	0.00952260949956646	0.000110187272721188	0	0.00870958502007787	0.00461111295499948	0.0234453507896166	0.0128984619692822	0	0.00642729631428206	0.0101712988918653	0.0205417739140014	0	0.992959198608746	0.128992436133799
unhealthy_sample_3	0.436423669950533	0.255536933641826	0.0422043077177603	0	0.0567560059676352	0.0225211182610695	0.0189116307781344	0	2.76175178095907e-05	0.0247683644223389	0	0.0137536311035679	0.00301937967790099	0.0023426368356923	0.0186218758435423	0	0	0	0.00844541405669013	0.00649862942135969	0.0249997881092421	0.00922899424966016	0	0.0185723101696997	0.0120568391612664	0.025310853114272	0	0.988137488036116	0.161452174353796
unhealthy_sample_4	0.47400273806793	0.280836220430056	0.0413758489585807	0	0.0293839446569124	0.00677385436181635	0.0161411802215848	0	0.0161963941464195	0.0110224069395275	0	0.0133642955359578	0.0181896989428507	0.0078593158703596	0.00293711062846314	0.00710594053866882	0	0	0.0043713876074781	0.0120424831512163	0.02246985425925	0.0134993443160388	0	0	0.0038737817399726	0.018554199626917	0	0.995362516537805	0.109862925537529
