Mixture	LFQ.intensity.imputed_B.memory_04_steady-state	LFQ.intensity.imputed_B.naive_04_steady-state	LFQ.intensity.imputed_B.plasma_04_steady-state	LFQ.intensity.imputed_mTregs_04_steady-state	LFQ.intensity.imputed_T4.naive_04_steady-state	LFQ.intensity.imputed_nTregs_04_steady-state	LFQ.intensity.imputed_T4.CM_04_steady-state	LFQ.intensity.imputed_T4.EM_04_steady-state	LFQ.intensity.imputed_T4.EMRA_04_steady-state	LFQ.intensity.imputed_Th1_04_steady-state	LFQ.intensity.imputed_Th17_04_steady-state	LFQ.intensity.imputed_Th2_04_steady-state	LFQ.intensity.imputed_T8.naive_04_steady-state	LFQ.intensity.imputed_T8.CM_04_steady-state	LFQ.intensity.imputed_T8.EM_04_steady-state	LFQ.intensity.imputed_T8.EMRA_04_steady-state	LFQ.intensity.imputed_mDC_04_steady-state	LFQ.intensity.imputed_pDC_04_steady-state	LFQ.intensity.imputed_Basophil_04_steady-state	LFQ.intensity.imputed_Eosinophil_04_steady-state	LFQ.intensity.imputed_Neutrophil_04_steady-state	LFQ.intensity.imputed_MO.classical_04_steady-state	LFQ.intensity.imputed_MO.intermediate_04_steady-state	LFQ.intensity.imputed_MO.nonclassical_04_steady-state	LFQ.intensity.imputed_NK.bright_04_steady-state	LFQ.intensity.imputed_NK.dim_04_steady-state	P-value	Correlation	RMSE
healthy_sample_0	0.0456100485484473	0.0519218540643449	0	0.0267474105963538	0.0636685524792057	0.014998841911941	0.0842326332227861	0.0736179299860687	0.0064566277825336	0.0383899916805395	0.0442841697420443	0.0638736932402205	0.0924059939744754	0.0251524682904784	0.0433343518330181	0.0333630805698928	0.00660982862381478	0.0137705042547823	0.0231262711262657	0.0141100614982981	0.0785753016630222	0.0554493417063687	0.0184288946257141	0.0234598393463767	0.0220684530199625	0.0363438562130446	0	0.998693623015701	0.086699188112219
healthy_sample_1	0.0439334945329852	0.0380053188258076	0	0.0198517893856511	0.0809346673024943	0.0162836528621306	0.0892443598316478	0.064656464553505	0.00412211574356857	0.0568406948618907	0.0347803006192504	0.0627074474089729	0.0761974777858345	0.0281340307965297	0.0552765615014501	0.0406639328977861	0.0058686114667189	0.0123907706519832	0.022484907231866	0.0113082741234392	0.0745254257589143	0.0669184294524167	0.0178367477531827	0.0156665973817016	0.0228668695279122	0.0385010577423605	0	0.99873941863506	0.0855541674703456
healthy_sample_2	0.0550219635606526	0.0516855669297516	0	0.0225764456367195	0.0865593428869474	0.0133839237135927	0.0699540043627428	0.0903122364798107	0.00431756013446313	0.0532047691026735	0.039780980956406	0.0581398200528532	0.077198584643365	0.0281804838542935	0.060821695826139	0.0405363740544962	0.00191471680296934	0.0103207226755172	0.0188753916147092	0.014255510534815	0.0565320913129871	0.0587553111325511	0.00623093359098394	0.0192881032415846	0.0296789394602875	0.0324745274386884	0	0.99890548519754	0.0780912703809525
healthy_sample_3	0.0450666643560356	0.052808913268315	0	0.0141747030802523	0.0790771939567569	0.0240196107018448	0.0686366837698934	0.071112650920712	0.0132041166389559	0.0486682357788144	0.0484387238839404	0.0689024892947174	0.0795345672877492	0.0238436440501672	0.0552585625156709	0.0389011462730626	0.00895459942115284	0.00947614752855956	0.0222831040083321	0.0140698777887868	0.0646762690991981	0.0598165581935247	0.0127250564435789	0.017973994765325	0.0235042536806389	0.0348722332940152	0	0.998586777778354	0.0852722839059724
healthy_sample_4	0.0423210621054112	0.0575844293981471	0	0.0244691442565165	0.0733469444162031	0.0129327934672406	0.101159222961161	0.0771608619561097	0.00524331761166971	0.047006174437531	0.0359018758381461	0.0580779571835345	0.0920449109703673	0.015688961591493	0.046428577429219	0.0501263930941876	0.00577334415837751	0.0128829699613692	0.0180289267036423	0.0123770683131644	0.0659423014902584	0.0563772707037219	0.0106796350643693	0.0221290094792834	0.0226392567935694	0.0336775906153066	0	0.999084310939653	0.0775004018038865
unhealthy_sample_0	0.348249032316993	0.443389567536202	0.0176640870076506	0.00450794986817354	0.0134553576713678	0.0042060649557471	0.0188067282759305	0.00953075738763267	0.00417150919031203	0.0148765777709071	0	0.0138068391691861	0.0167043172661368	0.00278702856210594	0.00992491486303146	0.00427639290590282	0.012452458756576	0.00273615088678484	0.00749902162949852	0.000977750353611728	0.013271693384361	0.00888464838654187	0.00315491384910178	0	0.00526777764392112	0.0193984603623242	0	0.996347647606958	0.0950803923222982
unhealthy_sample_1	0.25380117693753	0.505280515512755	0.015522120899006	0	0.0123599148604945	0.00715312027548956	0.0112269149436407	0.0153069647611641	0.0046210679677868	0.0177585823874417	0.00320793515421519	0.0281378288685125	0.018182047195711	0	0.0100694936753906	0.00986438337570426	0.011505590968871	0.00922399128688176	0.00712154254284668	0.00520101036733798	0.0133264584834186	0.00615357790044099	0.014029035912279	0	0.00600860594175387	0.0149381197813285	0	0.996921540713937	0.0900318993039084
unhealthy_sample_2	0.32627944058514	0.433786345122176	0.0134695638582611	0.000654699808984487	0.0191991704320527	0.00474041330997501	0.011994474861268	0.0169002100285722	0.00190228797799305	0.0160325785881804	0.00413752452044944	0.00657450074676688	0.0236692374970581	0	0.00684115088008391	0.0115496009120412	0.010392139439664	0.00630842279975384	0.00914484804393471	0.00563958009960515	0.0200565135039216	0.0151798556708336	0.000587436139068592	0	0.0123203807165689	0.0226396244576472	0	0.994322698409322	0.11482007680755
unhealthy_sample_3	0.315296908916711	0.477552040020969	0.0112260114836894	0.000422477728892391	0.0244951323101447	0.00846557705329358	0.00951366484382115	0.019546436577293	0	0.00632191132448533	0	0.00524568901433356	0.0229727069201166	0.00152278300023798	0.00555802700887524	0.00923231917786334	0.004440998220163	0.00668283692217905	0.00945558551434066	0.00305012013958683	0.016735132837024	0.0146812990951598	0	0.000475066850467178	0.0150257722048064	0.0120815028355472	0	0.996110349794946	0.0971577337409654
unhealthy_sample_4	0.27402226242195	0.513976255802662	0.0112989814157855	0.0140442774441629	0.0222062244999594	0.00320751249051962	0.0262987582550269	0.0178316320897647	0	0.0110138746227184	0	0.00068017962476371	0.0137433508872218	0.00137910896463274	0.00518887765309602	0.00434260203424927	0.00333202195963197	0.00236278959837308	0.00397650653590542	0.00424968340973121	0.0154452589759231	0.0116644129817074	0	0.00411050956233125	0.0175207434011752	0.018104175368709	0	0.995374093982453	0.104072592638581
